date,calib_params,train_mse,train_mape,test_mse,test_mape
2021-05-19,"[0.07939119279043924, 15.648351509757894, 163.6966664742384, 4.987389036082256, 0.9253467767057983]",15461.931362446865,0.3601128399346226,6151.009648754949,0.35300859660407363
2021-05-20,"[0.09858541091342601, 1.5196378181474106, 242.79449714354507, 5.989422088010377, 0.010479072114595483]",5826.70902740095,0.32805045170184033,9493.696149248579,0.34051879445958627
2021-05-21,"[0.0982094807042848, 1.8444883790049, 106.29973018055509, 6.863074892416535, 0.028984729182553765]",9412.313913077425,0.3377761751948178,9319.710739488628,0.3077990058572952
2021-05-24,"[1.7710145237460412e-15, 9.98576289071108, 5.338978615402555, 18.234518934366818, 0.0011892278879076837]",11431.569881225052,0.2864816772440886,10559.572143765008,0.2814722940322982
2021-05-25,"[0.0556232802768836, 7.981938599764151, 1.0000000650397123, 16.494106301030374, 8.423712840934177e-17]",10226.143036193074,0.3042263705836682,11141.726479528175,0.30685440088413213
2021-05-26,"[0.02561795722916916, 82.06947296725333, 145.6962657296883, 5.79122505119067, 0.9863460557958683]",6366.794366199445,0.2572386175313177,7237.474279292912,0.23156651132264808
2021-05-27,"[0.09209542546605295, 1.2327357539175403, 28.22426052754139, 5.893503759670754, 0.08900612347041276]",7236.160801280496,0.24401949617123833,5433.744407152094,0.2706770332607145
2021-05-28,"[0.09635388224326807, 1.6828932585783236, 120.30648310923829, 8.028668833895027, 2.0135004075805784e-10]",5194.802852767642,0.2656263650519209,6629.493375370022,0.23079970152399173
2021-05-31,"[0.08441645197859822, 1.5430245874103994, 62.63656806433866, 7.184636648315738, 0.04871897319126252]",6472.156613351416,0.25482039720729516,5695.547401899106,0.25511208091398074
2021-06-01,"[0.039566684131979536, 1.957478253207793, 18.258723043491507, 6.869382022500524, 0.2865361481397789]",5391.235791439771,0.15279085822519473,3776.2317103419045,0.18383452573546133
2021-06-02,"[4.86995823362854e-13, 43.535553267758615, 124.66770384004113, 6.3410349429872195, 0.9736232289506488]",3643.344433801898,0.22004098858373042,4131.1165577185075,0.24417705536886725
2021-06-03,"[0.0905685517716221, 1.1240818352603208, 90.40848453345245, 6.3453997183535, 0.07128642458265465]",4035.5697364085495,0.24191073195231638,3681.16552637194,0.20558735155997232
2021-06-04,"[0.04517323217172487, 29.43972042198813, 115.15627120229173, 8.137688558539327, 0.9449375399034122]",3599.396477871133,0.18928555517829254,4401.1667924348185,0.2509268361173529
2021-06-07,"[0.08556046163432349, 0.8775178592734547, 24.77494356075001, 5.7128347387483736, 0.07053964503174581]",3828.4333801182347,0.2617574282712025,5083.875773700254,0.28642864730984446
2021-06-08,"[0.08707437906529261, 1.302100108174174, 130.57732404288893, 7.008679092892777, 0.02088184002230932]",4492.8255023515485,0.2826532611064229,4323.753644961867,0.26947258115552886
2021-06-09,"[0.053710404388630756, 4.554778315542728, 36.39315032685809, 9.09630992292224, 0.542603542637269]",4138.386227827443,0.16939856190667293,3490.3372998825716,0.20994154141729557
2021-06-10,"[0.0010298534122703989, 85.28652978990343, 174.1755899211716, 7.471636409270598, 0.9823767261878777]",3341.013648916243,0.3191140030995552,4341.463747235061,0.2744278589908243
2021-06-11,"[0.07114350916674575, 1.1923925180677937, 98.09098934404403, 7.030084708452755, 0.014763695312310149]",3766.67612873866,0.27585866864979225,2931.5633695666843,0.25150055835928575
2021-06-15,"[0.07090714546580339, 1.88475181055166, 75.24602468771577, 8.829936485298171, 0.00032996600100698405]",2446.249159045762,0.23735250426446025,3904.2290735176744,0.24874554932159113
2021-06-16,"[0.06961179109790293, 1.5166059084157508, 130.4217322967279, 8.15427571574915, 0.013397412551736446]",3557.085251599535,0.2584856620013357,4181.084581784975,0.2638067217966352
2021-06-17,"[0.080689542495335, 1.270787964563997, 73.39045829964577, 7.917105003593372, 0.016554037256221867]",3936.9034229134104,0.24464695880609527,8832.023861429167,0.22793817478696737
2021-06-18,"[0.0631405660703623, 0.6302839602002963, 5.17012175392663, 5.14269991175303, 0.03160776206384519]",7718.39124310716,0.17803420606543094,4239.411537302169,0.20193771701160546
2021-06-21,"[0.0755377396975422, 1.1519752506749672, 2.0005323835665143, 7.558977381429157, 0.0004904306379254722]",3362.1166499475034,0.18273958057946413,5063.533292397138,0.220847994402927
2021-06-22,"[6.829645072681862e-14, 8.940073348551365, 61.096573721746964, 8.010739227212493, 0.8017377495418434]",3187.594272360511,0.20492279342421013,3259.0522528548613,0.2201214814245542
2021-06-23,"[0.06864777374957448, 1.5309385702506701, 16.27537696497564, 7.218519394092985, 0.18906500860780517]",2766.696751261677,0.13090210486044862,3985.2037241930684,0.13606486103729426
2021-06-24,"[0.06455122431899053, 1.5354084070212997, 88.94336480842189, 7.785467908133732, 4.244049728934419e-06]",3822.517184263015,0.2617219498755832,4446.956707368199,0.20087360458199968
2021-06-25,"[6.828479781993534e-09, 4.066584616934039, 37.080446087978565, 7.932219336956779, 0.6374057519989607]",3958.931146580085,0.09660404754959924,4850.59340679981,0.13160849753469853
2021-06-28,"[0.08040058136355399, 1.086848938841665, 112.6760000889052, 7.3586023844949136, 8.766730811440285e-10]",4564.4195743157925,0.2530338768874925,3719.9449502973903,0.1807840081866178
