date,exdate,strike_price,cp_flag,option_price
2021-11-01,2021-11-17,70.0,C,14.9
2021-11-01,2021-11-17,70.0,P,0.01
2021-11-01,2021-11-17,72.5,C,12.4
2021-11-01,2021-11-17,72.5,P,0.01
2021-11-01,2021-11-17,75.0,C,9.95
2021-11-01,2021-11-17,75.0,P,0.02
2021-11-01,2021-11-17,77.5,C,7.5
2021-11-01,2021-11-17,77.5,P,0.09
2021-11-01,2021-11-17,80.0,C,5.25
2021-11-01,2021-11-17,80.0,P,0.31
2021-11-01,2021-11-17,82.5,C,3.28
2021-11-01,2021-11-17,82.5,P,0.86
2021-11-01,2021-11-17,85.0,C,1.81
2021-11-01,2021-11-17,85.0,P,1.89
2021-11-01,2021-11-17,87.5,C,0.86
2021-11-01,2021-11-17,87.5,P,3.44
2021-11-01,2021-11-17,90.0,C,0.35
2021-11-01,2021-11-17,90.0,P,5.45
2021-11-01,2021-11-17,92.5,C,0.12
2021-11-01,2021-11-17,92.5,P,7.7
2021-11-01,2021-11-17,95.0,C,0.04
2021-11-01,2021-11-17,95.0,P,10.1
2021-11-01,2021-11-17,97.5,C,0.01
2021-11-01,2021-11-17,97.5,P,12.6
2021-11-01,2021-11-17,100.0,C,0.01
2021-11-01,2021-11-17,100.0,P,15.1
2021-11-01,2021-11-17,105.0,C,0.01
2021-11-01,2021-11-17,105.0,P,20.1
2021-11-01,2021-11-17,110.0,C,0.01
2021-11-01,2021-11-17,110.0,P,25.1
2021-11-01,2021-12-15,65.0,C,19.9
2021-11-01,2021-12-15,65.0,P,0.01
2021-11-01,2021-12-15,70.0,C,15.0
2021-11-01,2021-12-15,70.0,P,0.04
2021-11-01,2021-12-15,72.5,C,12.55
2021-11-01,2021-12-15,72.5,P,0.11
2021-11-01,2021-12-15,75.0,C,10.2
2021-11-01,2021-12-15,75.0,P,0.26
2021-11-01,2021-12-15,77.5,C,8.0
2021-11-01,2021-12-15,77.5,P,0.57
2021-11-01,2021-12-15,80.0,C,6.05
2021-11-01,2021-12-15,80.0,P,1.1
2021-11-01,2021-12-15,82.5,C,4.36
2021-11-01,2021-12-15,82.5,P,1.91
2021-11-01,2021-12-15,85.0,C,3.0
2021-11-01,2021-12-15,85.0,P,3.04
2021-11-01,2021-12-15,87.5,C,1.96
2021-11-01,2021-12-15,87.5,P,4.5
2021-11-01,2021-12-15,90.0,C,1.22
2021-11-01,2021-12-15,90.0,P,6.25
2021-11-01,2021-12-15,92.5,C,0.72
2021-11-01,2021-12-15,92.5,P,8.25
2021-11-01,2021-12-15,95.0,C,0.4
2021-11-01,2021-12-15,95.0,P,10.45
2021-11-01,2021-12-15,97.5,C,0.22
2021-11-01,2021-12-15,97.5,P,12.75
2021-11-01,2021-12-15,100.0,C,0.11
2021-11-01,2021-12-15,100.0,P,15.1
2021-11-01,2021-12-15,105.0,C,0.02
2021-11-01,2021-12-15,105.0,P,20.1
2021-11-01,2021-12-15,110.0,C,0.01
2021-11-01,2021-12-15,110.0,P,25.0
2021-11-01,2022-03-16,65.0,C,20.2
2021-11-01,2022-03-16,65.0,P,0.15
2021-11-01,2022-03-16,70.0,C,15.6
2021-11-01,2022-03-16,70.0,P,0.5
2021-11-01,2022-03-16,75.0,C,11.35
2021-11-01,2022-03-16,75.0,P,1.29
2021-11-01,2022-03-16,80.0,C,7.8
2021-11-01,2022-03-16,80.0,P,2.73
2021-11-01,2022-03-16,85.0,C,5.05
2021-11-01,2022-03-16,85.0,P,4.96
2021-11-01,2022-03-16,90.0,C,3.07
2021-11-01,2022-03-16,90.0,P,7.95
2021-11-01,2022-03-16,95.0,C,1.75
2021-11-01,2022-03-16,95.0,P,11.65
2021-11-01,2022-03-16,100.0,C,0.95
2021-11-01,2022-03-16,100.0,P,15.8
2021-11-01,2022-03-16,110.0,C,0.24
2021-11-01,2022-03-16,110.0,P,25.1
2021-11-01,2022-06-15,65.0,C,20.7
2021-11-01,2022-06-15,65.0,P,0.51
2021-11-01,2022-06-15,70.0,C,16.4
2021-11-01,2022-06-15,70.0,P,1.17
2021-11-01,2022-06-15,75.0,C,12.55
2021-11-01,2022-06-15,75.0,P,2.31
2021-11-01,2022-06-15,80.0,C,9.25
2021-11-01,2022-06-15,80.0,P,4.03
2021-11-01,2022-06-15,85.0,C,6.65
2021-11-01,2022-06-15,85.0,P,6.35
2021-11-01,2022-06-15,90.0,C,4.59
2021-11-01,2022-06-15,90.0,P,9.3
2021-11-01,2022-06-15,95.0,C,3.09
2021-11-01,2022-06-15,95.0,P,12.8
2021-11-01,2022-06-15,100.0,C,2.02
2021-11-01,2022-06-15,100.0,P,16.7
2021-11-01,2022-06-15,110.0,C,0.8
