date,exdate,strike_price,cp_flag,option_price
2021-01-04,2021-01-20,575.0,C,0.72
2021-01-04,2021-01-20,575.0,P,39.0
2021-01-04,2021-01-20,600.0,C,0.06
2021-01-04,2021-01-20,600.0,P,64.0
2021-01-04,2021-01-20,625.0,C,0.01
2021-01-04,2021-01-20,625.0,P,89.0
2021-01-04,2021-02-17,430.0,C,106.0
2021-01-04,2021-02-17,430.0,P,0.01
2021-01-04,2021-02-17,440.0,C,96.0
2021-01-04,2021-02-17,440.0,P,0.01
2021-01-04,2021-02-17,450.0,C,86.5
2021-01-04,2021-02-17,450.0,P,0.01
2021-01-04,2021-02-17,460.0,C,76.5
2021-01-04,2021-02-17,460.0,P,0.01
2021-01-04,2021-02-17,470.0,C,66.5
2021-01-04,2021-02-17,470.0,P,0.04
2021-01-04,2021-02-17,480.0,C,57.0
2021-01-04,2021-02-17,480.0,P,0.14
2021-01-04,2021-02-17,490.0,C,47.6
2021-01-04,2021-02-17,490.0,P,0.4
2021-01-04,2021-02-17,500.0,C,38.8
2021-01-04,2021-02-17,500.0,P,1.02
2021-01-04,2021-02-17,525.0,C,20.4
2021-01-04,2021-02-17,525.0,P,6.05
2021-01-04,2021-02-17,550.0,C,8.55
2021-01-04,2021-02-17,550.0,P,19.2
2021-01-04,2021-02-17,575.0,C,2.8
2021-01-04,2021-02-17,575.0,P,39.8
2021-01-04,2021-02-17,600.0,C,0.71
2021-01-04,2021-02-17,600.0,P,64.0
2021-01-04,2021-02-17,625.0,C,0.14
2021-01-04,2021-02-17,625.0,P,88.5
2021-01-04,2021-03-17,420.0,C,116.5
2021-01-04,2021-03-17,420.0,P,0.01
2021-01-04,2021-03-17,440.0,C,96.5
2021-01-04,2021-03-17,440.0,P,0.02
2021-01-04,2021-03-17,460.0,C,77.0
2021-01-04,2021-03-17,460.0,P,0.13
2021-01-04,2021-03-17,480.0,C,58.5
2021-01-04,2021-03-17,480.0,P,0.71
2021-01-04,2021-03-17,500.0,C,42.0
2021-01-04,2021-03-17,500.0,P,2.68
2021-01-04,2021-03-17,550.0,C,13.1
2021-01-04,2021-03-17,550.0,P,22.3
2021-01-04,2021-03-17,600.0,C,2.43
2021-01-04,2021-03-17,600.0,P,64.0
2021-01-04,2021-03-17,650.0,C,0.27
2021-01-04,2021-03-17,650.0,P,113.5
2021-01-04,2021-06-16,420.0,C,118.0
2021-01-04,2021-06-16,420.0,P,0.15
2021-01-04,2021-06-16,440.0,C,99.5
2021-01-04,2021-06-16,440.0,P,0.54
2021-01-04,2021-06-16,460.0,C,81.5
2021-01-04,2021-06-16,460.0,P,1.55
2021-01-04,2021-06-16,480.0,C,65.0
2021-01-04,2021-06-16,480.0,P,3.75
2021-01-04,2021-06-16,500.0,C,50.5
2021-01-04,2021-06-16,500.0,P,7.8
2021-01-04,2021-06-16,550.0,C,23.6
2021-01-04,2021-06-16,550.0,P,29.3
2021-01-04,2021-06-16,600.0,C,9.15
2021-01-04,2021-06-16,600.0,P,66.5
2021-01-04,2021-06-16,650.0,C,2.97
2021-01-04,2021-06-16,650.0,P,113.0
