timestamp,true_price,estimated_price,moneyness,time_to_maturity
2021.07.06.0,87.0,68.3602,0.74893034,0.0
2021.08.017.0,202.0,281.42725,-0.8990145,0.0
2021.07.06.0,12.0,20.33696,2.1166377,0.0
2021.012.03.0,4.0,-0.50930786,2.7800517,0.0
2021.03.017.0,74.0,154.98221,-0.78348327,627.0
2021.011.012.0,0.1000061,1.9153442,-3.1897056,0.0
2021.04.09.0,224.09637,238.35147,0.99385566,1.0
2021.01.022.0,58.213684,28.614944,1.393832,3157.0
2021.08.017.0,88.0,150.46165,-0.91112614,9.0
2021.05.024.0,729.6365,661.894,0.35343206,0.0
2021.07.06.0,162.0,184.2581,0.71908426,0.0
2021.01.022.0,940.0,811.9196,0.016320348,0.0
2021.06.015.0,28.60524,42.138397,1.6186837,50.0
2021.05.024.0,87.56017,60.003616,-0.934535,0.0
2021.05.024.0,184.19104,155.21475,0.89446676,19.0
2021.05.03.0,6.0,15.221512,-1.6976078,1534.0
2021.011.012.0,26.372086,30.261612,0.5544393,13932.0
2021.07.027.0,16.255142,16.385178,2.084818,505.0
2021.05.024.0,23.0,9.310272,-1.9036596,20.0
2021.011.012.0,49.99527,42.396347,1.273989,122.0
2021.010.022.0,825.0,777.8309,0.15148056,0.0
2021.012.03.0,4.0,25.94661,1.8383299,0.0
2021.07.027.0,65.99999,65.37765,1.453301,0.0
2021.09.030.0,438.65222,382.36548,-0.17437339,0.0
2021.011.012.0,1.1000061,3.1627045,-2.7944257,0.0
2021.06.015.0,129.0,129.16507,-1.2504654,0.0
2021.09.07.0,0.3999939,4.5854034,-2.949588,0.0
2021.01.022.0,86.0,33.629135,1.0849552,0.0
2021.09.030.0,51.0,69.251785,-1.3528774,11.0
2021.06.015.0,20.804245,21.793823,1.9617357,429.0
2021.09.07.0,5.100006,8.061783,-2.1169155,0.0
2021.08.017.0,290.0,405.7694,-0.51066375,0.0
2021.06.015.0,17.548477,24.577011,2.0408149,5.0
2021.011.012.0,145.59541,160.74274,1.2580788,32.0
2021.06.015.0,121.85143,191.40953,0.5738263,432.0
2021.09.030.0,147.78314,93.75339,0.954537,27.0
2021.05.03.0,47.0,22.087753,1.7602593,0.0
2021.012.024.0,62.57254,77.395805,1.3823375,7.0
2021.09.030.0,340.0,425.86545,-0.5706389,0.0
2021.07.027.0,90.0,132.72743,-0.68103886,3206.0
2021.03.017.0,273.12122,229.45894,0.7139511,0.0
2021.011.012.0,151.0,171.73976,-0.80799603,33.0
2021.011.012.0,28.5,24.546402,-1.660039,3.0
2021.09.07.0,28.0,24.580093,-1.7201059,0.0
2021.01.022.0,40.60106,39.274094,1.7929702,20.0
2021.03.017.0,39.750626,44.270996,1.9888391,0.0
2021.07.06.0,17.5,19.150848,-1.6973536,0.0
2021.012.024.0,72.99999,75.45788,-0.9982469,38.0
2021.07.06.0,31.388443,23.954971,1.4155651,956.0
2021.02.023.0,93.0,72.880585,0.91765994,0.0
2021.07.06.0,175.00226,210.66223,1.2255774,5.0
2021.07.027.0,120.807236,73.668686,0.8103733,982.0
2021.010.022.0,20.0,29.295685,-1.5767989,825.0
2021.012.024.0,191.09105,228.98619,0.604743,22.0
2021.07.06.0,216.0,179.44771,-0.5868125,10.0
2021.011.012.0,46.0,55.536423,1.1939024,0.0
2021.010.022.0,182.22212,136.13496,0.8256688,16.0
2021.05.03.0,19.703262,24.934937,2.245813,21.0
2021.09.030.0,168.0,218.11324,-0.74298215,40.0
2021.08.017.0,418.70142,364.02496,0.8022058,0.0
2021.05.03.0,427.0,352.72748,0.6700256,0.0
2021.03.017.0,66.66807,57.16826,1.4229987,6.0
2021.012.024.0,25.670074,27.378952,1.6698403,1121.0
2021.011.012.0,2.4989471,7.3683777,2.5447206,120.0
2021.09.030.0,210.0,261.01526,-0.74025226,2.0
2021.07.027.0,3.5,7.212906,-2.3741329,6.0
2021.09.07.0,350.00034,327.3991,0.21852553,77.0
2021.07.06.0,9.079544,17.867294,2.3064277,0.0
2021.05.024.0,197.3611,122.85662,-0.52933097,0.0
2021.09.07.0,8.300003,11.239777,-1.9854326,0.0
2021.06.015.0,54.80622,85.84917,1.1193104,578.0
2021.05.03.0,3.100006,13.121002,-2.0179477,57.0
2021.010.022.0,19.0,13.568878,-2.0466418,0.0
2021.010.022.0,51.276268,35.671387,1.2468537,1402.0
2021.05.024.0,23.5,9.485504,-1.8549836,20.0
2021.03.017.0,115.0,83.92507,0.8443321,0.0
2021.011.012.0,0.1000061,3.268036,-3.2767942,0.0
2021.09.030.0,647.6121,573.31915,-0.024438262,0.0
2021.07.027.0,564.36346,560.4491,0.37035227,0.0
2021.09.07.0,520.0,547.60693,-0.34656835,0.0
2021.02.023.0,527.0,500.64874,0.5513272,0.0
2021.07.027.0,406.53522,415.16885,0.61414194,0.0
2021.07.06.0,646.0,674.12854,0.18771303,0.0
2021.08.017.0,60.0,72.73944,-1.5101569,2.0
2021.08.017.0,6.5,7.10878,-2.2667558,0.0
2021.01.022.0,439.27197,401.3841,0.72572315,5.0
2021.03.017.0,106.36652,104.50566,1.3032292,20.0
2021.01.022.0,145.0,115.16794,-1.2311561,0.0
2021.06.015.0,28.0,55.98472,1.4763117,0.0
2021.012.03.0,141.51175,149.56667,1.2666123,0.0
2021.03.017.0,59.13154,31.11058,1.3284799,561.0
2021.05.03.0,159.3252,96.86555,1.0618658,79.0
2021.07.06.0,11.5,9.02681,-1.936887,4.0
2021.08.017.0,54.918053,95.67944,-0.9231627,0.0
2021.01.022.0,65.08099,62.33384,1.874056,75.0
2021.012.024.0,210.20786,251.04752,0.53008986,1.0
2021.011.012.0,4.396347,6.2957,1.9627968,1666.0
2021.08.017.0,111.0,60.21409,1.1230607,0.0
2021.011.012.0,16.0,31.662231,1.8458904,0.0
2021.07.06.0,54.000008,46.691605,-1.5632105,6.0
2021.06.015.0,160.59825,191.02818,1.3085405,3.0
2021.07.027.0,36.777206,37.868103,1.8892183,4.0
2021.09.07.0,18.5,27.894455,-1.6117136,30.0
2021.04.09.0,571.0,577.1679,0.27521074,0.0
2021.011.012.0,8.899994,10.512741,-2.1643834,0.0
2021.08.017.0,140.23935,141.0878,1.3245311,1.0
2021.010.022.0,0.3999939,3.3308716,-3.06472,0.0
2021.09.030.0,100.92453,36.554474,0.8054947,3951.0
2021.01.022.0,79.587746,82.45028,1.7569835,2.0
2021.03.017.0,270.0,246.78123,0.25853193,0.0
2021.03.017.0,12.5,17.540741,-1.8387487,0.0
2021.010.022.0,901.61365,834.31757,-0.16367674,0.0
2021.05.03.0,347.0,289.44653,0.8755421,0.0
2021.09.07.0,525.9595,500.14423,0.3133998,2.0
2021.011.012.0,18.038681,21.943893,2.0111456,10.0
2021.04.09.0,203.40929,223.92699,1.0704613,0.0
2021.09.07.0,457.0,478.6242,0.3222903,0.0
2021.05.03.0,594.0,527.2612,0.5193144,0.0
2021.012.03.0,32.0,28.168121,-1.021673,7111.0
2021.01.022.0,38.250626,36.67688,1.8897382,5.0
2021.010.022.0,601.89514,627.07697,-0.26726103,0.0
2021.03.017.0,25.0,29.471298,-1.6124752,3.0
2021.03.017.0,197.0,263.37268,-0.89658856,0.0
2021.07.06.0,97.0,113.03335,1.0862076,0.0
2021.011.012.0,292.85364,307.99493,0.97056645,0.0
2021.05.03.0,44.5,82.41897,-1.095711,646.0
2021.09.07.0,231.62823,216.65074,0.5652635,503.0
2021.03.017.0,515.93835,460.8407,0.05988574,40.0
2021.05.024.0,76.0,84.18867,-0.97903395,1531.0
2021.07.027.0,173.95006,162.37256,0.5401863,679.0
2021.012.03.0,4.491501,10.055115,2.6038046,0.0
2021.010.022.0,46.5,48.933624,-1.5862019,0.0
2021.01.022.0,75.96105,80.65142,1.7422044,3.0
2021.06.015.0,38.0,69.791374,1.2681926,0.0
2021.011.012.0,174.0,192.39394,-0.48174572,779.0
2021.05.024.0,75.0,77.51696,-1.4805019,0.0
2021.01.022.0,35.7834,34.184387,1.9510138,4.0
2021.09.07.0,7.435547,11.650085,2.0237916,481.0
2021.08.017.0,131.72585,55.138496,1.0291662,491.0
2021.011.012.0,364.0,378.47913,-0.25547934,2.0
2021.09.07.0,28.0,18.834122,1.3509603,0.0
2021.02.023.0,81.26113,71.14698,1.3521574,101.0
2021.012.024.0,4.399994,5.2937317,-2.481424,15.0
2021.05.024.0,29.168976,23.167068,1.769344,475.0
2021.08.017.0,11.827713,13.080673,2.59115,331.0
2021.011.012.0,3.0,5.57341,1.3818176,0.0
2021.08.017.0,120.0,177.55011,-1.1724896,4.0
2021.09.030.0,812.33594,772.0619,-0.18791187,0.0
2021.06.015.0,108.0,98.68578,-0.8984339,243.0
2021.05.03.0,244.80113,142.48624,0.7522044,159.0
2021.09.07.0,18.0,10.6037445,1.6931479,0.0
2021.010.022.0,656.99994,657.8789,0.13805044,0.0
2021.03.017.0,192.88878,104.45471,0.5463495,577.0
2021.02.023.0,91.0,97.286476,-1.297493,0.0
2021.03.017.0,92.0,160.58423,-0.9429755,8.0
2021.012.024.0,8.100006,8.247818,-2.1197922,0.0
2021.05.03.0,39.0,36.500732,-1.6314437,0.0
2021.05.03.0,134.13483,76.16812,1.1794714,215.0
2021.012.024.0,96.0,86.22927,-0.87717676,75.0
2021.05.024.0,881.40735,751.8353,0.2139765,10.0
2021.05.03.0,180.0,116.35325,1.0047606,0.0
2021.07.027.0,9.899994,9.71785,-1.7881706,1223.0
2021.012.024.0,100.307594,122.65317,1.3041022,0.0
2021.09.07.0,125.0,160.7867,-0.6363039,241.0
2021.07.027.0,31.18837,23.300629,1.7033236,97.0
2021.04.09.0,295.0,310.9948,0.429806,0.0
2021.01.022.0,11.182205,17.533524,2.4013572,132.0
2021.06.015.0,108.0,193.35762,0.5893918,0.0
2021.06.015.0,16.536926,24.545288,2.151648,0.0
2021.011.012.0,0.1000061,3.0570374,-3.2966897,0.0
2021.05.03.0,203.0,328.00128,-0.18322325,460.0
2021.05.024.0,7.100006,5.540802,-2.171016,1.0
2021.05.024.0,257.02237,212.35094,0.95917326,8.0
2021.011.012.0,22.20987,17.94278,1.8162626,340.0
2021.02.023.0,523.0,502.5205,0.31139517,0.0
2021.07.06.0,158.0,163.93694,-1.0336607,0.0
2021.01.022.0,259.0,266.50842,-0.7918813,2.0
2021.03.017.0,160.0,120.444626,0.65384686,0.0
2021.02.023.0,263.0,310.83572,-0.5141394,53.0
2021.012.03.0,0.30000305,2.3454742,-2.9993942,3.0
2021.04.09.0,497.7074,481.67792,0.6346185,0.0
2021.05.03.0,86.71298,25.586975,1.2627065,2902.0
2021.08.017.0,352.00952,274.8363,0.4849081,0.0
2021.07.06.0,175.30223,195.99324,1.2817824,1.0
2021.05.03.0,34.921448,33.159515,1.8736907,30.0
2021.01.022.0,46.951477,41.610672,1.7306267,32.0
2021.05.024.0,307.0,320.5772,-0.8207352,0.0
2021.07.027.0,31.911926,33.665558,2.0344374,0.0
2021.01.022.0,13.70105,15.932922,2.1627722,31.0
2021.07.06.0,262.0,299.41873,0.5668874,0.0
2021.05.03.0,24.374374,23.437683,2.1636522,105.0
2021.02.023.0,248.0,273.00433,0.21015894,0.0
2021.012.03.0,24.0,42.717026,1.5150754,0.0
2021.09.07.0,59.639824,51.88511,1.5041131,80.0
2021.09.07.0,8.0,7.0793457,2.6249993,0.0
2021.05.024.0,65.99999,47.33522,1.2072067,0.0
2021.01.022.0,10.02594,12.083466,2.4199393,593.0
2021.05.024.0,308.00812,257.49783,0.8073501,1.0
2021.012.03.0,100.0,74.45034,-1.1765153,3.0
2021.011.012.0,81.20754,82.58092,1.3259224,2.0
2021.02.023.0,102.63101,83.287,1.215389,6.0
2021.09.030.0,110.3678,75.52913,1.116067,15.0
2021.03.017.0,5.699997,10.868042,-1.9392383,167.0
2021.01.022.0,68.70769,66.95247,1.8552558,2.0
2021.07.027.0,6.300003,5.776581,-2.0179472,422.0
2021.07.06.0,383.30255,418.13965,0.6559545,0.0
2021.05.03.0,350.0,238.68593,0.470356,0.0
2021.08.017.0,100.0,154.27914,-1.2573693,0.0
2021.05.024.0,162.41087,93.29715,-0.6295874,0.0
2021.02.023.0,634.3219,580.01514,0.43954134,0.0
2021.03.017.0,45.0,93.72784,-1.0280597,647.0
2021.09.030.0,139.33882,115.49005,1.1512945,1.0
2021.07.06.0,242.0,277.4167,0.630733,0.0
2021.08.017.0,261.8708,250.1384,0.87416327,0.0
2021.07.06.0,382.0,371.2237,-0.026886344,82.0
2021.09.07.0,2.5161438,10.127487,3.043076,0.0
2021.05.024.0,22.0,30.109299,-1.5221941,426.0
2021.010.022.0,5.899994,6.284912,-2.3329618,11.0
2021.09.07.0,142.82242,138.92332,1.2890472,0.0
2021.02.023.0,187.10507,183.70384,1.3224819,0.0
2021.010.022.0,57.353172,42.680176,1.5824406,288.0
2021.09.030.0,307.51193,285.64893,0.91390616,1.0
2021.012.024.0,5.699997,7.206482,-2.3159578,0.0
2021.01.022.0,11.150986,15.272278,2.3470361,204.0
2021.05.03.0,51.087753,30.399689,1.6506145,253.0
2021.012.024.0,158.72617,192.37979,0.9640637,1.0
2021.01.022.0,153.05403,102.001015,0.9658535,77.0
2021.011.012.0,24.352676,24.149887,1.7379382,39.0
2021.012.024.0,145.0,139.47464,-0.815207,2.0
2021.011.012.0,71.91341,73.794785,1.40607,2.0
2021.011.012.0,1.955658,6.7440033,2.7509763,18.0
2021.010.022.0,167.0,209.73897,-0.90497184,1.0
2021.08.017.0,219.0396,98.02292,0.6489347,1366.0
2021.07.06.0,9.512009,20.062515,2.2510948,21.0
2021.06.015.0,30.68312,34.06331,1.5810509,361.0
2021.012.03.0,14.0,34.527435,1.8166863,0.0
2021.07.06.0,61.999992,93.21052,1.6158073,0.0
2021.07.06.0,426.0,471.32904,0.5453341,0.0
2021.07.027.0,287.8465,260.278,0.48829675,6.0
2021.09.030.0,0.30000305,0.2214508,-3.0251358,1.0
2021.05.03.0,38.005234,18.102722,1.702598,663.0
2021.09.030.0,6.899994,5.9425964,-2.1612806,882.0
2021.02.023.0,103.29029,107.76173,1.501099,0.0
2021.06.015.0,17.670578,25.699036,2.091483,7.0
2021.03.017.0,141.8183,153.19408,1.4186233,12.0
2021.05.03.0,157.0,53.782005,0.9083377,0.0
2021.012.024.0,59.0,58.444374,-1.116914,19.0
2021.08.017.0,47.03563,28.121887,1.6904657,93.0
2021.012.024.0,372.0,370.0368,-0.27860546,1.0
2021.012.024.0,26.5,21.69719,-1.643085,0.0
2021.05.03.0,88.0,124.79656,-1.3253953,0.0
2021.07.06.0,317.0,356.13095,0.40807152,0.0
2021.010.022.0,3.0,5.20253,-2.4030616,9.0
2021.03.017.0,32.782974,34.55919,2.1474683,0.0
2021.03.017.0,248.04024,167.50479,0.35329354,903.0
2021.011.012.0,619.99994,533.21216,-0.17852151,0.0
2021.03.017.0,61.999992,111.09377,-1.1015627,10.0
2021.010.022.0,67.0,80.43043,-1.4036691,6.0
2021.04.09.0,200.0,213.5128,0.7204354,0.0
2021.011.012.0,7.800003,8.553024,-2.04303,5.0
2021.02.023.0,11.788666,5.995056,2.2885978,182.0
2021.06.015.0,321.39664,346.98245,-0.09914029,0.0
2021.03.017.0,286.11597,216.17595,0.253237,965.0
2021.09.030.0,1.0,0.7314606,-2.5708492,67.0
2021.03.017.0,180.30322,118.24529,0.8631416,3.0
2021.05.024.0,11.276382,16.568253,2.5090692,31.0
2021.06.015.0,212.97005,230.49962,1.1340824,1.0
2021.08.017.0,170.0,242.71857,-0.99420834,3.0
2021.02.023.0,907.0,806.3127,0.071354985,0.0
2021.05.024.0,125.51504,85.37452,0.88794106,660.0
2021.05.024.0,17.0,22.63269,-1.6138709,404.0
2021.02.023.0,20.0,13.126236,-1.6811454,632.0
2021.011.012.0,61.63806,42.736923,1.1401513,133.0
2021.08.017.0,583.34656,512.18085,0.5508493,1.0
2021.01.022.0,775.0,731.9207,-0.1693201,1.0
2021.010.022.0,139.17007,97.02978,0.5968529,1660.0
2021.011.012.0,216.13956,235.00447,1.1949923,30.0
2021.012.03.0,623.0,673.5452,0.32249868,0.0
2021.01.022.0,68.26994,30.558243,1.2739439,3759.0
2021.010.022.0,84.0,126.638824,-0.8495848,3848.0
2021.012.024.0,349.0,347.8386,-0.08126795,7.0
2021.010.022.0,6.5,6.0165253,-2.279929,3.0
2021.011.012.0,444.49628,459.9685,0.6664424,0.0
2021.07.027.0,357.92578,371.85162,0.6916828,0.0
2021.03.017.0,445.0,528.7721,-0.43803954,0.0
2021.08.017.0,192.90213,137.61177,0.94877714,0.0
2021.012.024.0,116.0,119.06304,-1.1576025,2.0
2021.011.012.0,0.1000061,3.101303,-2.7371957,1.0
2021.07.06.0,54.999992,55.815613,-1.2173474,42.0
2021.01.022.0,92.467804,94.3591,1.6550794,1.0
2021.05.03.0,2.199997,2.0114746,-2.4067485,23.0
2021.012.024.0,1.300003,4.163437,-2.6259916,0.0
2021.09.07.0,266.0,308.26837,-0.17835462,146.0
2021.012.03.0,23.810898,39.866165,1.4126575,876.0
2021.06.015.0,355.0,370.46072,-0.4386227,60.000015
2021.02.023.0,186.0,202.11887,-1.0930233,0.0
2021.04.09.0,80.0,103.27798,1.2940363,0.0
2021.02.023.0,48.950546,46.281265,2.0150244,18.0
2021.01.022.0,11.876007,17.283066,2.2910638,10.0
2021.01.022.0,40.044907,24.714752,1.552773,1543.0
2021.010.022.0,1.0,3.3577576,-2.9668052,0.0
2021.02.023.0,5.379669,4.933792,2.9973042,1383.0
2021.01.022.0,179.06313,185.96832,1.3559239,23.0
2021.03.017.0,68.39887,67.45739,1.6136125,1.0
2021.08.017.0,476.56323,368.46686,0.23499238,3.0
2021.09.030.0,699.0,685.3875,0.16008902,0.0
2021.09.030.0,133.0,98.44617,0.5712068,0.0
2021.03.017.0,52.0,69.36875,-1.3725498,1.0
2021.05.024.0,331.1947,332.36447,0.52128386,3.0
2021.03.017.0,22.419937,19.886765,2.0527337,8.0
2021.010.022.0,361.2734,359.3263,0.23146415,60.000015
2021.08.017.0,198.97684,101.868355,0.7309909,474.0
2021.09.07.0,905.0,787.8622,0.015816212,0.0
2021.010.022.0,23.0,22.36673,-1.6829019,55.0
2021.08.017.0,8.899994,13.30864,-1.8307378,240.0
2021.012.024.0,14.7200165,11.084839,2.1629539,126.0
2021.08.017.0,116.683014,110.73129,1.4913403,0.0
2021.07.027.0,205.6598,200.0186,1.1727481,1.0
2021.05.03.0,82.0,32.9691,1.2555811,0.0
2021.012.03.0,3.3682404,10.086838,3.2109284,67.0
2021.09.07.0,2.5391235,7.016083,3.1168437,21.0
2021.08.017.0,9.399994,8.439789,-2.1294801,2.0
2021.010.022.0,1.699997,5.275696,-2.6470535,2.0
2021.05.024.0,34.818283,30.389313,1.6446528,278.0
2021.09.030.0,65.43327,52.77215,1.4660983,2.0
2021.07.06.0,51.76902,53.881165,1.8057209,0.0
2021.012.024.0,32.670837,31.752853,1.8937114,42.0
2021.07.06.0,7.219864,12.466949,2.4765768,127.0
2021.07.06.0,146.0,149.19238,-0.67599106,118.0
2021.09.030.0,65.00001,83.129776,-1.3519504,32.0
2021.05.03.0,14.71875,19.685379,2.5732818,0.0
2021.02.023.0,12.236267,13.376785,2.2390263,21.0
2021.06.015.0,4.0,6.8354797,-2.2426412,0.0
2021.05.03.0,208.0,296.1106,-0.6591675,10.0
2021.011.012.0,108.987274,128.8115,1.4494561,0.0
2021.02.023.0,352.15405,312.36246,0.9070299,0.0
2021.01.022.0,765.0,711.36383,0.022854328,0.0
2021.09.07.0,-2.0,-8.869095,1329.2623,0.0
2021.011.012.0,13.710281,21.00975,2.1608627,0.0
2021.07.027.0,94.0,102.79721,-0.9954014,21.0
2021.010.022.0,218.0,265.5975,-0.5565641,10.0
2021.09.030.0,163.44386,164.78757,-0.5012517,0.0
2021.05.024.0,84.0,92.32221,-1.4261873,0.0
2021.03.017.0,40.328644,24.892609,1.5653455,274.0
2021.05.024.0,7.899994,13.288696,-1.8997495,160.0
2021.05.03.0,237.0,219.68542,1.1665647,0.0
2021.07.06.0,326.0,392.23523,0.71626043,0.0
2021.03.017.0,135.0,168.86035,-1.1551287,0.0
2021.011.012.0,2.4881287,7.042694,2.5603726,245.0
2021.07.06.0,127.34916,134.11275,0.94172645,95.0
2021.09.030.0,111.96781,42.8338,0.7291535,987.0
2021.08.017.0,69.85531,112.75739,-0.8749137,0.0
2021.011.012.0,286.0,306.43842,-0.42887473,12.999985
2021.07.027.0,26.093155,19.21814,1.781393,435.0
2021.06.015.0,610.0,581.0013,-0.3045175,0.0
2021.011.012.0,158.13147,171.78062,1.2031689,0.0
2021.03.017.0,66.79239,77.85094,1.5948102,2.0
2021.07.06.0,201.7023,223.42395,1.1850538,5.0
2021.07.06.0,835.0,756.679,-0.15603781,5.0
2021.07.06.0,583.10266,589.9229,0.34434378,0.0
2021.08.017.0,264.67062,403.38757,-0.3841331,0.0
2021.09.07.0,773.1245,699.0321,0.25483227,7.0
2021.08.017.0,201.79568,178.03851,1.1542832,0.0
2021.09.07.0,311.0,341.21985,-0.07073748,230.0
2021.08.017.0,398.61493,573.44025,-0.36356854,0.0
2021.08.017.0,536.43524,466.10846,0.61978745,0.0
2021.09.030.0,8.600006,9.30722,-2.0800307,0.0
2021.04.09.0,26.971817,28.163528,2.228096,3.0
2021.012.024.0,251.0,275.77103,-0.29858685,20.0
2021.010.022.0,20.269943,16.310638,1.8289059,129.0
2021.09.07.0,175.0,174.51013,0.74044824,0.0
2021.08.017.0,545.98346,485.6817,0.37786233,2.0
2021.09.07.0,4.300003,11.238052,-1.8918543,1007.0
2021.011.012.0,595.564,594.08307,0.16988885,1.0
2021.02.023.0,66.89124,62.0401,1.4919119,30.0
2021.09.030.0,0.1000061,-1.7574005,-3.3781364,231.0
2021.09.030.0,13.502243,12.761108,1.9126141,56.0
2021.07.06.0,459.0,448.3683,-0.10127413,3.0
2021.05.03.0,103.0,197.6375,-0.59488416,250.0
2021.011.012.0,317.78217,333.68683,0.91399586,0.0
2021.08.017.0,49.980804,75.01388,-1.038604,0.0
2021.08.017.0,611.5022,538.5307,0.2813884,0.0
2021.010.022.0,200.33893,147.7215,0.7633612,37.0
2021.03.017.0,6.699997,12.97876,-1.841891,75.0
2021.02.023.0,154.0,172.11162,-0.6150279,1772.0
2021.08.017.0,42.0,88.317604,-1.2843118,34.0
2021.07.06.0,85.97706,97.205,1.1537286,44.0
2021.02.023.0,420.0,418.2583,-0.4543934,18.0
2021.010.022.0,582.0,599.85535,0.2392633,0.0
2021.05.024.0,12.574066,17.501022,2.3315895,22.0
2021.05.03.0,2.399994,5.565933,-2.3148086,30.0
2021.03.017.0,59.70726,31.678772,1.2557213,762.0
2021.07.027.0,580.0,602.5025,-0.20641637,0.0
2021.010.022.0,185.2826,136.19107,0.3775859,1746.0
2021.010.022.0,8.800003,7.277603,-2.120045,36.0
2021.07.027.0,610.0,594.189,-0.3935821,0.0
2021.05.024.0,283.0,296.24164,-0.5586593,18.0
2021.011.012.0,201.28065,184.49892,0.29609823,236.0
2021.08.017.0,17.206177,17.642288,2.2920275,564.0
2021.01.022.0,552.0015,488.75934,0.4066,25.0
2021.08.017.0,69.00001,143.01233,-1.0355916,34.0
2021.05.024.0,952.2928,805.2134,0.14403939,10.0
2021.07.027.0,471.0,437.41113,0.4984225,0.0
2021.011.012.0,59.9722,64.04616,1.5049188,2.0
2021.07.027.0,150.90245,129.26341,0.6344304,781.0
2021.06.015.0,256.34183,283.1721,0.95897317,0.0
2021.06.015.0,87.0,66.90385,-1.0047305,510.0
2021.09.030.0,550.0,470.57538,-0.16553438,5.0
2021.06.015.0,700.0,670.4117,-0.20213413,2.0
2021.07.06.0,388.0,370.42303,-0.54675937,10.0
2021.011.012.0,102.0,120.11249,-1.3120513,0.0
2021.07.027.0,257.48807,255.74515,0.9598744,0.0
2021.09.07.0,3.5624084,6.2626953,2.582066,141.0
2021.010.022.0,122.75488,95.38858,1.0544046,74.0
2021.07.06.0,236.0,308.16068,0.9591212,0.0
2021.06.015.0,186.0851,279.2716,0.30045295,445.0
2021.02.023.0,267.0,242.4751,-0.25339866,3352.0
2021.05.024.0,351.0,332.2073,0.14163303,0.0
2021.07.06.0,33.02353,34.89052,1.8830361,0.0
2021.012.024.0,61.534378,74.23782,1.6552489,0.0
2021.09.07.0,4.5,6.2105255,-2.2559078,3.0
2021.07.06.0,376.0,427.0573,0.6338334,0.0
2021.05.03.0,260.0,167.06378,0.72119,0.0
2021.09.07.0,707.3037,655.8886,0.3316226,1.0
2021.07.06.0,58.38324,61.655014,1.7032511,1.0
2021.05.03.0,552.1694,480.38824,0.6163229,0.0
2021.011.012.0,56.0,63.422035,1.0679326,0.0
2021.09.07.0,23.0,10.121521,1.6583004,0.0
2021.012.024.0,25.0,13.786804,-1.3154051,1798.0
2021.010.022.0,317.0,329.2611,0.31136835,0.0
2021.07.06.0,37.0,34.237885,-1.6678913,0.0
2021.011.012.0,710.0,605.5284,-0.056444287,0.0
2021.012.03.0,18.0,15.255585,-1.7414434,0.0
2021.011.012.0,14.0,11.6167145,-1.9551649,53.0
2021.011.012.0,5.800003,7.813568,-2.1635733,178.0
2021.05.024.0,44.967575,20.891861,1.5113926,1123.0
2021.08.017.0,13.5,4.9237366,-2.2886608,21.0
2021.05.024.0,454.9796,416.85046,0.51972747,4.0
2021.03.017.0,183.0,278.55814,-0.298177,966.0
2021.09.030.0,260.3573,169.08957,-0.22326112,0.0
2021.09.07.0,0.19999695,3.6481628,-3.1130989,0.0
2021.03.017.0,3.0,6.7203827,-2.250202,0.0
2021.010.022.0,39.0,52.47177,-1.4110703,80.0
2021.02.023.0,112.267395,123.43028,1.4057488,59.0
2021.011.012.0,412.9559,459.60333,0.46197748,0.0
2021.012.024.0,9.0,8.620483,-2.1227236,3.0
2021.010.022.0,68.88879,44.56804,1.0726372,2012.0
2021.010.022.0,16.601181,14.730545,2.000623,78.0
2021.05.024.0,730.0,741.979,-0.25516438,5.0
2021.02.023.0,421.0,426.15552,-0.21116805,23.0
2021.07.027.0,67.0,101.00815,-0.8376472,2707.0
2021.05.024.0,250.0,285.61505,-0.5965564,122.0
2021.09.030.0,30.491745,9.761459,1.4775435,7205.0
2021.08.017.0,30.106293,45.541855,-1.2824941,0.0
2021.01.022.0,141.0,78.45362,-0.71662116,1023.0
2021.09.030.0,203.1842,156.83675,0.25694287,3796.0
2021.010.022.0,238.68935,204.23413,0.5783467,250.0
2021.03.017.0,32.88945,30.499191,2.1867313,20.0
2021.09.07.0,377.0,419.21613,-0.53304267,0.0
2021.010.022.0,224.0,233.47075,-0.25181365,2857.0
2021.03.017.0,4.100006,3.7243347,-2.3838327,27.0
2021.011.012.0,114.0,127.8239,-0.98467207,39.0
2021.09.07.0,151.0,200.87718,-0.51700044,60.000015
2021.05.024.0,423.11224,386.35715,-0.03897977,0.0
2021.06.015.0,68.0,129.79614,0.8560476,0.0
2021.08.017.0,286.0,255.23279,0.8546835,0.0
2021.04.09.0,69.17806,65.60156,1.4907331,62.0
2021.09.030.0,126.011086,55.807655,0.643566,1333.0
2021.09.030.0,4.800003,1.4807129,-2.3227737,130.0
2021.01.022.0,271.24142,255.1484,0.87078106,1.0
2021.012.03.0,232.73859,238.71237,0.91324097,0.0
2021.010.022.0,4.399994,4.577652,-2.2084215,62.0
2021.03.017.0,34.6765,35.198914,2.1016421,1.0
2021.07.06.0,186.0,269.57306,1.1158009,0.0
2021.07.06.0,12.571686,17.044022,2.0944805,61.0
2021.08.017.0,95.0,170.09657,-0.8679426,5.0
2021.07.027.0,305.70694,319.49622,0.80699563,0.0
2021.07.027.0,397.1265,376.2011,0.8323115,0.0
2021.07.06.0,35.005066,36.105637,2.081681,7.0
2021.09.07.0,403.1033,413.22815,0.50884604,0.0
2021.02.023.0,608.10706,522.0201,0.30775344,8.0
