timestamp,true_price,estimated_price,moneyness,time_to_maturity
2021.07.06.0,371.7295,392.42944,0.85389084,0.0
2021.07.027.0,33.12825,34.271408,2.0034878,2.0
2021.012.024.0,111.0,100.41069,-0.9908867,59.0
2021.03.017.0,81.35871,34.622818,1.1217155,1434.0
2021.02.023.0,747.0,689.79315,0.23836756,0.0
2021.05.024.0,19.770828,17.290176,2.0162563,378.0
2021.07.06.0,9.747086,20.731857,2.3183086,1.0
2021.07.06.0,355.6025,383.6386,0.7298696,7.0
2021.08.017.0,51.0,36.93422,1.5315257,0.0
2021.012.024.0,51.0,45.773575,-1.3407416,0.0
2021.07.027.0,167.0,160.11534,0.54071474,0.0
2021.08.017.0,25.0,56.946846,-1.4692361,2.0
2021.09.030.0,385.0,346.84137,-0.2715509,65.0
2021.010.022.0,259.80615,228.06186,0.52360773,16.0
2021.011.012.0,0.19999695,2.7356415,-2.7084596,5.0
2021.010.022.0,3.899994,7.2919617,-2.216911,31.0
2021.09.030.0,285.31113,236.44263,0.70279765,2.0
2021.010.022.0,87.0,108.716125,-1.4110601,12.999985
2021.011.012.0,630.21027,633.5736,0.38240552,40.0
2021.09.030.0,2.100006,2.608261,-2.8079126,1.0
2021.09.07.0,-2.0,-4.687744,1152.3531,0.0
2021.010.022.0,424.25488,404.81708,0.60199857,1.0
2021.09.030.0,332.23355,313.80582,0.8527582,0.0
2021.09.07.0,3.5450897,9.637039,2.3765836,57.0
2021.010.022.0,308.09106,352.3935,-0.3519585,0.0
2021.010.022.0,35.451477,33.2117,1.9305677,4.0
2021.05.024.0,10.974991,17.619766,2.357938,152.0
2021.08.017.0,2.300003,3.3111115,-2.447426,0.0
2021.011.012.0,885.0,781.8,-0.09340024,8.0
2021.08.017.0,48.0,49.12198,-1.5055082,9.0
2021.05.024.0,50.0,29.695938,-1.5785136,1.0
2021.03.017.0,441.6659,396.22583,0.20542979,12.999985
2021.09.030.0,371.29727,350.14514,0.43419874,181.0
2021.07.027.0,99.44042,86.41043,1.1949424,12.0
2021.08.017.0,161.0,90.06578,0.826775,0.0
2021.09.07.0,5.0489807,7.306793,2.2641726,92.0
2021.010.022.0,107.0,142.40076,-0.95379376,51.0
2021.06.015.0,87.0,138.9223,1.3163149,0.0
2021.05.03.0,245.0,345.92554,-0.55925655,7.0
2021.012.024.0,141.74063,167.81453,0.8252736,19.0
2021.02.023.0,57.521362,52.458023,1.5980474,1.0
