timestamp,true_price,estimated_price,strike_price,time_to_maturity,volume,underlying_price
2021.04.027.0,5.0,-6.16333,9800.0,0.13972603,1.0,17473.0
2021.04.028.0,5.399994,-5.4136047,9800.0,0.1369863,0.0,17512.0
2021.04.026.0,8.0,-7.309845,10400.0,0.14794521,0.0,17205.0
2021.04.027.0,6.200012,-6.450287,10400.0,0.13972603,1.0,17473.0
2021.04.028.0,6.5,-5.865326,10400.0,0.1369863,0.0,17512.0
2021.04.026.0,11.5,-3.8315735,12200.0,0.14794521,5.0,17205.0
2021.04.027.0,11.0,-3.3900757,12200.0,0.13972603,4.0,17473.0
2021.04.028.0,13.0,-2.948761,12200.0,0.1369863,31.0,17512.0
2021.04.026.0,17.0,-0.5007324,12800.0,0.14794521,1.0,17205.0
2021.04.027.0,13.0,-0.25506592,12800.0,0.13972603,0.0,17473.0
2021.04.028.0,15.0,0.061065674,12800.0,0.1369863,4.0,17512.0
2021.04.026.0,19.0,1.4059448,13200.0,0.14794521,0.0,17205.0
2021.04.027.0,16.5,1.538208,13200.0,0.13972603,0.0,17473.0
2021.04.028.0,15.5,1.7956543,13200.0,0.1369863,31.0,17512.0
2021.04.026.0,20.5,3.2530823,13400.0,0.14794521,0.0,17205.0
2021.04.027.0,20.5,3.6612854,13400.0,0.13972603,35.0,17473.0
2021.04.028.0,18.0,3.7730408,13400.0,0.1369863,6.0,17512.0
2021.04.026.0,25.0,8.329559,13900.0,0.14794521,20.0,17205.0
2021.04.027.0,25.5,8.290253,13900.0,0.13972603,0.0,17473.0
2021.04.028.0,23.5,8.1250305,13900.0,0.1369863,1.0,17512.0
2021.04.026.0,34.5,18.956543,14500.0,0.14794521,0.0,17205.0
2021.04.027.0,35.5,18.366516,14500.0,0.13972603,13.0,17473.0
2021.04.028.0,33.0,17.577637,14500.0,0.1369863,34.0,17512.0
2021.04.026.0,39.5,23.10028,14600.0,0.14794521,24.0,17205.0
2021.04.027.0,37.5,23.223907,14600.0,0.13972603,23.0,17473.0
2021.04.028.0,34.0,22.154694,14600.0,0.1369863,8.0,17512.0
2021.04.026.0,43.0,29.505402,14800.0,0.14794521,1.0,17205.0
2021.04.027.0,40.5,29.82071,14800.0,0.13972603,25.0,17473.0
2021.04.028.0,40.0,28.17511,14800.0,0.1369863,20.0,17512.0
2021.04.026.0,48.0,35.509705,15000.0,0.14794521,65.0,17205.0
2021.04.027.0,47.0,35.70575,15000.0,0.13972603,245.0,17473.0
2021.04.028.0,44.0,33.22986,15000.0,0.1369863,63.0,17512.0
2021.04.026.0,66.0,58.447144,15400.0,0.14794521,54.0,17205.0
2021.04.027.0,65.0,58.959167,15400.0,0.13972603,151.0,17473.0
2021.04.028.0,63.0,53.647217,15400.0,0.1369863,11.0,17512.0
2021.04.026.0,73.0,59.01706,15500.0,0.14794521,25.0,17205.0
2021.04.027.0,70.0,56.759033,15500.0,0.13972603,239.0,17473.0
2021.04.028.0,67.0,53.624176,15500.0,0.1369863,15.0,17512.0
2021.04.026.0,80.0,72.89816,15600.0,0.14794521,88.999985,17205.0
2021.04.027.0,78.0,74.4778,15600.0,0.13972603,112.0,17473.0
2021.04.028.0,75.0,67.207504,15600.0,0.1369863,50.0,17512.0
2021.04.026.0,86.0,76.70297,15700.0,0.14794521,37.0,17205.0
2021.04.027.0,84.0,73.63397,15700.0,0.13972603,93.0,17473.0
2021.04.028.0,83.0,68.77998,15700.0,0.1369863,27.0,17512.0
2021.04.026.0,93.0,90.688095,15800.0,0.14794521,290.0,17205.0
2021.04.027.0,90.0,94.03154,15800.0,0.13972603,161.0,17473.0
2021.04.028.0,88.0,83.09215,15800.0,0.1369863,143.0,17512.0
2021.04.026.0,103.0,93.36272,15900.0,0.14794521,158.0,17205.0
2021.04.027.0,98.0,90.28699,15900.0,0.13972603,23.0,17473.0
2021.04.028.0,96.0,84.1711,15900.0,0.1369863,460.0,17512.0
2021.04.026.0,111.0,107.30623,16000.0,0.14794521,389.0,17205.0
2021.04.027.0,105.0,103.55031,16000.0,0.13972603,2877.0,17473.0
2021.04.028.0,103.0,91.37526,16000.0,0.1369863,189.0,17512.0
2021.04.026.0,120.0,116.851776,16100.0,0.14794521,50.0,17205.0
2021.04.027.0,116.0,112.59909,16100.0,0.13972603,78.0,17473.0
2021.04.028.0,119.0,105.27992,16100.0,0.1369863,19.0,17512.0
2021.04.026.0,143.0,141.51227,16300.0,0.14794521,38.0,17205.0
2021.04.027.0,140.0,136.35431,16300.0,0.13972603,194.0,17473.0
2021.04.028.0,137.0,127.92131,16300.0,0.1369863,12.0,17512.0
2021.04.026.0,980.0,801.02124,16700.0,0.14794521,0.0,17205.0
2021.04.027.0,1020.0,886.44104,16700.0,0.13972603,0.0,17473.0
2021.04.028.0,980.0,1030.5957,16700.0,0.1369863,0.0,17512.0
2021.04.026.0,610.0,446.43704,17200.0,0.14794521,0.0,17205.0
2021.04.027.0,635.0,499.65527,17200.0,0.13972603,0.0,17473.0
2021.04.028.0,610.0,590.9224,17200.0,0.1369863,0.0,17512.0
2021.04.026.0,418.0,284.2552,17500.0,0.14794521,23.0,17205.0
2021.04.027.0,447.0,325.04642,17500.0,0.13972603,31.0,17473.0
2021.04.028.0,412.0,374.87827,17500.0,0.1369863,0.0,17512.0
2021.04.026.0,359.0,234.69865,17600.0,0.14794521,22.0,17205.0
2021.04.027.0,385.0,269.0216,17600.0,0.13972603,41.0,17473.0
2021.04.028.0,362.0,320.97278,17600.0,0.1369863,5.0,17512.0
2021.04.026.0,305.0,197.15494,17700.0,0.14794521,46.0,17205.0
2021.04.027.0,317.0,228.34956,17700.0,0.13972603,38.0,17473.0
2021.04.028.0,320.0,272.45938,17700.0,0.1369863,30.0,17512.0
2021.04.026.0,105.0,51.83264,18400.0,0.14794521,34.0,17205.0
2021.04.027.0,112.0,58.870422,18400.0,0.13972603,99.0,17473.0
2021.04.028.0,102.0,67.18544,18400.0,0.1369863,6.0,17512.0
2021.04.026.0,66.0,49.474854,12400.0,0.39726028,0.0,16720.0
2021.04.027.0,60.999985,48.72348,12400.0,0.3890411,0.0,16979.0
2021.04.028.0,62.0,47.610718,12400.0,0.38630137,0.0,17012.0
2021.04.026.0,66.0,61.049103,12800.0,0.39726028,0.0,16720.0
2021.04.027.0,73.0,59.90593,12800.0,0.3890411,1.0,16979.0
2021.04.028.0,73.0,58.43878,12800.0,0.38630137,0.0,17012.0
2021.04.026.0,86.0,70.18149,13000.0,0.39726028,6.0,16720.0
2021.04.027.0,80.0,68.75833,13000.0,0.3890411,1.0,16979.0
2021.04.028.0,79.0,66.61104,13000.0,0.38630137,1.0,17012.0
2021.04.026.0,82.0,79.28508,13200.0,0.39726028,19.0,16720.0
2021.04.027.0,87.0,77.63313,13200.0,0.3890411,4.0,16979.0
2021.04.028.0,85.0,74.51463,13200.0,0.38630137,4.0,17012.0
2021.04.026.0,148.0,147.51752,14200.0,0.39726028,0.0,16720.0
2021.04.027.0,149.0,146.56787,14200.0,0.3890411,1.0,16979.0
2021.04.028.0,142.0,141.37921,14200.0,0.38630137,1.0,17012.0
2021.04.026.0,166.0,168.20795,14400.0,0.39726028,0.0,16720.0
2021.04.027.0,166.0,164.64583,14400.0,0.3890411,0.0,16979.0
2021.04.028.0,159.0,163.02646,14400.0,0.38630137,1.0,17012.0
2021.04.026.0,235.0,250.12918,15000.0,0.39726028,4.0,16720.0
2021.04.027.0,226.0,246.96361,15000.0,0.3890411,9.0,16979.0
2021.04.028.0,225.0,234.30559,15000.0,0.38630137,34.0,17012.0
2021.04.026.0,870.0,729.9048,16800.0,0.39726028,0.0,16720.0
2021.04.027.0,870.0,803.5875,16800.0,0.3890411,0.0,16979.0
2021.04.028.0,875.0,900.75244,16800.0,0.38630137,0.0,17012.0
2021.04.026.0,615.0,532.39996,17200.0,0.39726028,20.0,16720.0
2021.04.027.0,625.0,571.6703,17200.0,0.3890411,2.0,16979.0
2021.04.028.0,635.0,638.5062,17200.0,0.38630137,1.0,17012.0
2021.04.026.0,322.0,262.41187,18000.0,0.39726028,1.0,16720.0
2021.04.027.0,333.0,282.82227,18000.0,0.3890411,12.0,16979.0
2021.04.028.0,322.0,312.93805,18000.0,0.38630137,3.0,17012.0
2021.04.026.0,101.0,75.8492,19200.0,0.39726028,0.0,16720.0
2021.04.027.0,105.0,80.13585,19200.0,0.3890411,0.0,16979.0
2021.04.028.0,107.0,85.02612,19200.0,0.38630137,1.0,17012.0
2021.04.026.0,58.0,39.39511,19800.0,0.39726028,0.0,16720.0
2021.04.027.0,60.999985,41.66806,19800.0,0.3890411,0.0,16979.0
2021.04.028.0,60.999985,44.16092,19800.0,0.38630137,21.0,17012.0
2021.04.026.0,190.0,182.84624,13400.0,0.6465753,1.0,16544.0
2021.04.027.0,186.0,180.6402,13400.0,0.63835615,10.0,16801.0
2021.04.028.0,181.0,177.16801,13400.0,0.6356164,0.0,16795.0
2021.04.026.0,240.0,250.58609,14000.0,0.6465753,1.0,16544.0
2021.04.027.0,249.0,246.88026,14000.0,0.63835615,11.0,16801.0
2021.04.028.0,242.0,242.14267,14000.0,0.6356164,0.0,16795.0
2021.04.026.0,450.0,463.40833,15200.0,0.6465753,0.0,16544.0
2021.04.027.0,441.0,467.0689,15200.0,0.63835615,4.0,16801.0
2021.04.028.0,439.0,460.64346,15200.0,0.6356164,0.0,16795.0
2021.04.026.0,104.0,94.2195,20000.0,0.6465753,0.0,16544.0
2021.04.027.0,106.0,97.482544,20000.0,0.63835615,3.0,16801.0
2021.04.028.0,111.0,100.69612,20000.0,0.6356164,2.0,16795.0
2021.04.026.0,4.399994,-14.111755,13600.0,0.07123287,90.0,17257.0
2021.04.027.0,5.600006,-13.493225,13600.0,0.06301369,7.0,17530.0
2021.04.028.0,5.299988,-13.041504,13600.0,0.060273975,55.0,17571.0
2021.04.026.0,62.0,40.374268,16500.0,0.07123287,2387.0,17257.0
2021.04.027.0,59.0,38.13968,16500.0,0.06301369,2138.0,17530.0
2021.04.028.0,57.0,31.1474,16500.0,0.060273975,1821.0,17571.0
2021.04.026.0,71.0,51.58194,16600.0,0.07123287,1846.0002,17257.0
2021.04.027.0,65.0,41.976685,16600.0,0.06301369,4754.0,17530.0
2021.04.028.0,65.0,35.30124,16600.0,0.060273975,1436.0,17571.0
2021.04.026.0,8.899994,-6.645294,11200.0,0.14794521,2.0,17205.0
2021.04.027.0,8.0,-5.9965515,11200.0,0.13972603,1.0,17473.0
2021.04.028.0,9.299988,-5.440857,11200.0,0.1369863,41.0,17512.0
2021.04.026.0,22.5,6.1726074,13700.0,0.14794521,0.0,17205.0
2021.04.027.0,22.0,6.082672,13700.0,0.13972603,2.0,17473.0
2021.04.028.0,22.5,5.9918823,13700.0,0.1369863,0.0,17512.0
2021.04.026.0,33.5,15.0538025,14300.0,0.14794521,6.0,17205.0
2021.04.027.0,32.5,14.780731,14300.0,0.13972603,0.0,17473.0
2021.04.028.0,29.0,14.413788,14300.0,0.1369863,3.0,17512.0
2021.04.026.0,41.0,23.81192,14700.0,0.14794521,0.0,17205.0
2021.04.027.0,39.0,23.050446,14700.0,0.13972603,0.0,17473.0
2021.04.028.0,36.5,21.976837,14700.0,0.1369863,0.0,17512.0
2021.04.026.0,47.0,29.894867,14900.0,0.14794521,3.0,17205.0
2021.04.027.0,46.5,28.55362,14900.0,0.13972603,72.999985,17473.0
2021.04.028.0,39.5,26.952026,14900.0,0.1369863,25.0,17512.0
2021.04.026.0,57.0,46.072327,15200.0,0.14794521,57.999985,17205.0
2021.04.027.0,54.0,46.512268,15200.0,0.13972603,137.0,17473.0
2021.04.028.0,52.0,42.525787,15200.0,0.1369863,41.0,17512.0
2021.04.026.0,59.999985,48.258972,15300.0,0.14794521,49.0,17205.0
2021.04.027.0,59.999985,46.28,15300.0,0.13972603,79.0,17473.0
2021.04.028.0,62.0,43.622528,15300.0,0.1369863,21.0,17512.0
2021.04.026.0,129.0,142.36096,16200.0,0.14794521,23.0,17205.0
2021.04.027.0,123.0,138.97943,16200.0,0.13972603,56.000015,17473.0
2021.04.028.0,125.0,122.69083,16200.0,0.1369863,44.0,17512.0
2021.04.026.0,161.0,157.22272,16400.0,0.14794521,9.0,17205.0
2021.04.027.0,152.0,145.44327,16400.0,0.13972603,1580.0,17473.0
2021.04.028.0,150.0,133.94719,16400.0,0.1369863,222.0,17512.0
2021.04.026.0,170.0,173.21452,16500.0,0.14794521,6.0,17205.0
2021.04.027.0,166.0,168.48778,16500.0,0.13972603,154.0,17473.0
2021.04.028.0,161.0,157.53331,16500.0,0.1369863,43.0,17512.0
2021.04.026.0,189.0,189.59145,16600.0,0.14794521,47.0,17205.0
2021.04.027.0,180.0,185.6854,16600.0,0.13972603,145.0,17473.0
2021.04.028.0,177.0,174.2515,16600.0,0.1369863,20.0,17512.0
2021.04.026.0,152.0,78.4814,18200.0,0.14794521,15.0,17205.0
2021.04.027.0,156.0,89.524124,18200.0,0.13972603,128.0,17473.0
2021.04.028.0,156.0,103.003876,18200.0,0.1369863,28.0,17512.0
2021.04.026.0,101.0,98.49118,13600.0,0.39726028,0.0,16720.0
2021.04.027.0,106.0,96.49838,13600.0,0.3890411,0.0,16979.0
2021.04.028.0,100.0,93.4113,13600.0,0.38630137,0.0,17012.0
2021.04.026.0,300.0,314.1984,15400.0,0.39726028,0.0,16720.0
2021.04.027.0,287.0,325.93887,15400.0,0.3890411,2.0,16979.0
2021.04.028.0,288.0,317.00223,15400.0,0.38630137,0.0,17012.0
2021.04.026.0,332.0,364.82773,15600.0,0.39726028,50.0,16720.0
2021.04.027.0,324.0,368.30505,15600.0,0.3890411,12.0,16979.0
2021.04.028.0,326.0,351.18173,15600.0,0.38630137,0.0,17012.0
2021.04.026.0,266.0,216.11717,18200.0,0.39726028,0.0,16720.0
2021.04.027.0,278.0,231.67325,18200.0,0.3890411,10.0,16979.0
2021.04.028.0,271.0,253.39824,18200.0,0.38630137,12.0,17012.0
2021.04.026.0,48.5,30.99524,20000.0,0.39726028,0.0,16720.0
2021.04.027.0,52.0,33.066833,20000.0,0.3890411,0.0,16979.0
2021.04.028.0,51.0,35.307373,20000.0,0.38630137,0.0,17012.0
2021.04.026.0,960.0,857.4513,16800.0,0.6465753,4.0,16544.0
2021.04.027.0,970.0,918.4475,16800.0,0.63835615,0.0,16801.0
2021.04.028.0,975.0,1001.77344,16800.0,0.6356164,0.0,16795.0
2021.04.026.0,685.0,582.70966,17400.0,0.6465753,1.0,16544.0
2021.04.027.0,675.0,620.51276,17400.0,0.63835615,0.0,16801.0
2021.04.028.0,685.0,676.98157,17400.0,0.6356164,0.0,16795.0
2021.04.026.0,132.0,122.53882,19600.0,0.6465753,0.0,16544.0
2021.04.027.0,142.0,126.95822,19600.0,0.63835615,3.0,16801.0
2021.04.028.0,150.0,131.73367,19600.0,0.6356164,0.0,16795.0
2021.04.026.0,81.0,62.4601,16700.0,0.07123287,1504.0,17257.0
2021.04.027.0,76.0,59.642563,16700.0,0.06301369,1880.0002,17530.0
2021.04.028.0,76.0,52.44214,16700.0,0.060273975,898.0,17571.0
2021.04.026.0,16.5,1.39505,18600.0,0.07123287,72.999985,17257.0
2021.04.027.0,19.5,1.548706,18600.0,0.06301369,495.0,17530.0
2021.04.028.0,16.0,1.920166,18600.0,0.060273975,363.0,17571.0
2021.04.026.0,13.0,-0.15759277,18700.0,0.07123287,98.0,17257.0
2021.04.027.0,15.5,0.28216553,18700.0,0.06301369,379.0,17530.0
2021.04.028.0,12.0,0.2850647,18700.0,0.060273975,287.0,17571.0
2021.04.026.0,10.0,-1.3309326,18800.0,0.07123287,41.0,17257.0
2021.04.027.0,12.5,0.0970459,18800.0,0.06301369,122.0,17530.0
2021.04.028.0,9.600006,0.30645752,18800.0,0.060273975,473.0,17571.0
2021.04.026.0,6.899994,-1.313324,18900.0,0.07123287,2.0,17257.0
2021.04.027.0,9.399994,-2.18042,18900.0,0.06301369,17.0,17530.0
2021.04.028.0,8.100006,-0.40600586,18900.0,0.060273975,22.0,17571.0
2021.04.026.0,8.0,-7.2608337,10600.0,0.14794521,0.0,17205.0
2021.04.027.0,6.600006,-6.626587,10600.0,0.13972603,0.0,17473.0
2021.04.028.0,6.600006,-6.0647583,10600.0,0.1369863,0.0,17512.0
2021.04.026.0,4.600006,-7.4638977,10800.0,0.14794521,0.0,17205.0
2021.04.027.0,7.0,-7.07666,10800.0,0.13972603,50.0,17473.0
2021.04.028.0,7.600006,-6.3951416,10800.0,0.1369863,0.0,17512.0
2021.04.026.0,27.5,11.701782,14100.0,0.14794521,0.0,17205.0
2021.04.027.0,27.5,11.220917,14100.0,0.13972603,0.0,17473.0
2021.04.028.0,25.0,10.6918335,14100.0,0.1369863,0.0,17512.0
2021.04.026.0,825.0,650.39594,16900.0,0.14794521,0.0,17205.0
2021.04.027.0,855.0,723.4717,16900.0,0.13972603,0.0,17473.0
2021.04.028.0,820.0,847.2023,16900.0,0.1369863,0.0,17512.0
2021.04.026.0,248.0,136.22397,17900.0,0.14794521,72.000015,17205.0
2021.04.027.0,248.0,158.20618,17900.0,0.13972603,28.0,17473.0
2021.04.028.0,236.0,187.78998,17900.0,0.1369863,25.0,17512.0
2021.04.026.0,178.0,93.26106,18100.0,0.14794521,144.0,17205.0
2021.04.027.0,175.0,107.83841,18100.0,0.13972603,58.999985,17473.0
2021.04.028.0,180.0,126.07727,18100.0,0.1369863,28.0,17512.0
2021.04.026.0,126.0,63.00482,18300.0,0.14794521,62.0,17205.0
2021.04.027.0,129.0,72.50368,18300.0,0.13972603,70.0,17473.0
2021.04.028.0,127.0,83.11041,18300.0,0.1369863,175.0,17512.0
2021.04.026.0,88.0,42.353607,18500.0,0.14794521,32.0,17205.0
2021.04.027.0,95.0,47.56897,18500.0,0.13972603,91.0,17473.0
2021.04.028.0,92.0,52.550385,18500.0,0.1369863,275.0,17512.0
2021.04.026.0,74.0,34.626373,18600.0,0.14794521,16.0,17205.0
2021.04.027.0,82.0,38.60446,18600.0,0.13972603,77.0,17473.0
2021.04.028.0,76.0,42.282715,18600.0,0.1369863,160.0,17512.0
2021.04.026.0,39.5,12.4817505,19000.0,0.14794521,20.0,17205.0
2021.04.027.0,38.0,14.032318,19000.0,0.13972603,120.0,17473.0
2021.04.028.0,35.5,15.611938,19000.0,0.1369863,18.0,17512.0
2021.04.026.0,72.0,55.21747,12600.0,0.39726028,0.0,16720.0
2021.04.027.0,67.0,54.386017,12600.0,0.3890411,0.0,16979.0
2021.04.028.0,67.0,53.205414,12600.0,0.38630137,0.0,17012.0
2021.04.026.0,209.0,216.20673,14800.0,0.39726028,0.0,16720.0
2021.04.027.0,200.0,211.88937,14800.0,0.3890411,0.0,16979.0
2021.04.028.0,201.0,211.63815,14800.0,0.38630137,1.0,17012.0
2021.04.026.0,439.0,385.63593,17600.0,0.39726028,1.0,16720.0
2021.04.027.0,466.0,413.42868,17600.0,0.3890411,19.0,16979.0
2021.04.028.0,457.0,459.58752,17600.0,0.38630137,1.0,17012.0
2021.04.026.0,40.0,24.775757,20200.0,0.39726028,0.0,16720.0
2021.04.027.0,45.0,26.300507,20200.0,0.3890411,0.0,16979.0
2021.04.028.0,43.0,28.123352,20200.0,0.38630137,0.0,17012.0
2021.04.026.0,399.0,418.70404,15000.0,0.6465753,0.0,16544.0
2021.04.027.0,398.0,415.85944,15000.0,0.63835615,3.0,16801.0
2021.04.028.0,396.0,407.07697,15000.0,0.6356164,5.0,16795.0
2021.04.026.0,720.0,642.3288,17200.0,0.6465753,1.0,16544.0
2021.04.027.0,750.0,677.1904,17200.0,0.63835615,1.0,16801.0
2021.04.028.0,775.0,741.07886,17200.0,0.6356164,1.0,16795.0
2021.04.026.0,84.0,82.062836,20200.0,0.6465753,0.0,16544.0
2021.04.027.0,92.0,84.164825,20200.0,0.63835615,1.0,16801.0
2021.04.028.0,98.0,86.67992,20200.0,0.6356164,0.0,16795.0
2021.04.026.0,92.0,68.31883,16800.0,0.07123287,3778.0,17257.0
2021.04.027.0,86.0,59.907104,16800.0,0.06301369,2834.0,17530.0
2021.04.028.0,87.0,51.992218,16800.0,0.060273975,1484.0,17571.0
2021.04.026.0,53.0,39.027313,15100.0,0.14794521,30.0,17205.0
2021.04.027.0,53.0,36.818848,15100.0,0.13972603,103.999985,17473.0
2021.04.028.0,50.0,34.4328,15100.0,0.1369863,24.0,17512.0
2021.04.026.0,38.5,17.541962,18900.0,0.14794521,0.0,17205.0
2021.04.027.0,45.0,19.39618,18900.0,0.13972603,31.0,17473.0
2021.04.028.0,51.0,20.91214,18900.0,0.1369863,15.0,17512.0
2021.04.026.0,264.0,268.74933,15200.0,0.39726028,0.0,16720.0
2021.04.027.0,255.0,279.7242,15200.0,0.3890411,5.0,16979.0
2021.04.028.0,255.0,273.3932,15200.0,0.38630137,0.0,17012.0
2021.04.026.0,372.0,418.79764,15800.0,0.39726028,1.0,16720.0
2021.04.027.0,364.0,419.61343,15800.0,0.3890411,3.0,16979.0
2021.04.028.0,369.0,394.59662,15800.0,0.38630137,0.0,17012.0
2021.04.026.0,417.0,441.25116,16000.0,0.39726028,0.0,16720.0
2021.04.027.0,410.0,444.32187,16000.0,0.3890411,1.0,16979.0
2021.04.028.0,417.0,433.31802,16000.0,0.38630137,2.0,17012.0
2021.04.026.0,122.0,92.86713,19000.0,0.39726028,0.0,16720.0
2021.04.027.0,125.0,98.525085,19000.0,0.3890411,2.0,16979.0
2021.04.028.0,128.0,104.81285,19000.0,0.38630137,0.0,17012.0
2021.04.026.0,361.0,374.86337,14800.0,0.6465753,0.0,16544.0
2021.04.027.0,363.0,371.7698,14800.0,0.63835615,0.0,16801.0
2021.04.028.0,359.0,365.84674,14800.0,0.6356164,0.0,16795.0
2021.04.026.0,333.0,292.59042,18400.0,0.6465753,0.0,16544.0
2021.04.027.0,347.0,311.3633,18400.0,0.63835615,1.0,16801.0
2021.04.028.0,348.0,333.7274,18400.0,0.6356164,0.0,16795.0
2021.04.026.0,4.299988,-4.2896423,19200.0,0.07123287,0.0,17257.0
2021.04.027.0,4.700012,-1.7208862,19200.0,0.06301369,12.0,17530.0
2021.04.028.0,4.299988,-0.38967896,19200.0,0.060273975,0.0,17571.0
2021.04.026.0,209.0,213.10349,16700.0,0.14794521,11.0,17205.0
2021.04.027.0,206.0,208.95349,16700.0,0.13972603,65.0,17473.0
2021.04.028.0,201.0,193.68835,16700.0,0.1369863,169.0,17512.0
2021.04.026.0,46.5,31.863403,11600.0,0.39726028,0.0,16720.0
2021.04.027.0,43.0,31.609741,11600.0,0.3890411,0.0,16979.0
2021.04.028.0,44.0,31.092163,11600.0,0.38630137,0.0,17012.0
2021.04.026.0,33.0,19.227905,20400.0,0.39726028,0.0,16720.0
2021.04.027.0,39.0,20.509705,20400.0,0.3890411,0.0,16979.0
2021.04.028.0,36.0,22.167145,20400.0,0.38630137,2.0,17012.0
2021.04.026.0,630.0,630.5354,15800.0,0.6465753,0.0,16544.0
2021.04.027.0,600.0,631.88403,15800.0,0.63835615,1.0,16801.0
2021.04.028.0,585.0,621.7577,15800.0,0.6356164,0.0,16795.0
2021.04.026.0,5.0,-3.5598755,19000.0,0.07123287,3.0,17257.0
2021.04.027.0,7.200012,-1.1009216,19000.0,0.06301369,30.0,17530.0
2021.04.028.0,6.399994,0.38363647,19000.0,0.060273975,8.0,17571.0
2021.04.027.0,27.5,9.09256,19200.0,0.13972603,31.0,17473.0
2021.04.028.0,29.5,10.126465,19200.0,0.1369863,0.0,17512.0
2021.04.026.0,1130.0,943.3906,16400.0,0.39726028,0.0,16720.0
2021.04.027.0,1130.0,1012.8478,16400.0,0.3890411,0.0,16979.0
2021.04.028.0,1120.0,1136.535,16400.0,0.38630137,0.0,17012.0
2021.04.026.0,386.0,321.54578,17800.0,0.39726028,0.0,16720.0
2021.04.027.0,396.0,348.07953,17800.0,0.3890411,36.0,16979.0
2021.04.028.0,380.0,382.75153,17800.0,0.38630137,0.0,17012.0
2021.04.026.0,84.0,62.672836,19400.0,0.39726028,0.0,16720.0
2021.04.027.0,82.0,65.63335,19400.0,0.3890411,1.0,16979.0
2021.04.028.0,89.0,68.94891,19400.0,0.38630137,2.0,17012.0
2021.04.026.0,560.0,565.57385,15600.0,0.6465753,0.0,16544.0
2021.04.027.0,540.0,571.8098,15600.0,0.63835615,4.0,16801.0
2021.04.028.0,535.0,564.00525,15600.0,0.6356164,1.0,16795.0
2021.04.026.0,810.0,745.33936,17000.0,0.6465753,0.0,16544.0
2021.04.027.0,835.0,783.3096,17000.0,0.63835615,1.0,16801.0
2021.04.028.0,875.0,845.5513,17000.0,0.6356164,1.0,16795.0
2021.04.026.0,510.0,452.97778,17800.0,0.6465753,0.0,16544.0
2021.04.027.0,520.0,483.96606,17800.0,0.63835615,0.0,16801.0
2021.04.028.0,520.0,517.6362,17800.0,0.6356164,1.0,16795.0
2021.04.026.0,6.399994,-7.1670227,10200.0,0.14794521,0.0,17205.0
2021.04.027.0,5.799988,-6.4491577,10200.0,0.13972603,24.0,17473.0
2021.04.028.0,6.5,-5.8544617,10200.0,0.1369863,0.0,17512.0
2021.04.026.0,16.0,-0.78704834,19600.0,0.14794521,0.0,17205.0
2021.04.027.0,15.0,0.5987854,19600.0,0.13972603,63.0,17473.0
2021.04.028.0,17.0,2.0563965,19600.0,0.1369863,1.0,17512.0
2021.04.026.0,175.0,139.4467,18600.0,0.39726028,0.0,16720.0
2021.04.027.0,188.0,148.93504,18600.0,0.3890411,1.0,16979.0
2021.04.028.0,189.0,161.03726,18600.0,0.38630137,0.0,17012.0
2021.04.026.0,3.0,-10.289032,19500.0,0.07123287,700.0,17257.0
2021.04.027.0,3.2999878,-13.623413,19500.0,0.06301369,144.0,17530.0
2021.04.028.0,2.5,-11.303131,19500.0,0.060273975,0.0,17571.0
2021.04.027.0,995.0,890.80725,16600.0,0.3890411,0.0,16979.0
2021.04.028.0,995.0,1000.772,16600.0,0.38630137,0.0,17012.0
2021.04.026.0,550.0,464.02972,17400.0,0.39726028,1.0,16720.0
2021.04.027.0,545.0,498.7506,17400.0,0.3890411,1.0,16979.0
2021.04.028.0,545.0,547.535,17400.0,0.38630137,0.0,17012.0
2021.04.026.0,1760.0,1661.793,15800.0,0.14794521,0.0,17205.0
2021.04.027.0,1800.0,1693.917,15800.0,0.13972603,0.0,17473.0
2021.04.028.0,1770.0,1773.2141,15800.0,0.1369863,0.0,17512.0
2021.04.026.0,1400.0,1242.1255,16200.0,0.14794521,0.0,17205.0
2021.04.027.0,1430.0,1328.6016,16200.0,0.13972603,0.0,17473.0
2021.04.028.0,1400.0,1475.1268,16200.0,0.1369863,0.0,17512.0
2021.04.027.0,185.0,185.80177,14600.0,0.3890411,0.0,16979.0
2021.04.028.0,179.0,184.34818,14600.0,0.38630137,1.0,17012.0
2021.04.026.0,1550.0,1409.9832,15800.0,0.39726028,0.0,16720.0
2021.04.027.0,1570.0,1474.3938,15800.0,0.3890411,0.0,16979.0
2021.04.028.0,1550.0,1591.2053,15800.0,0.38630137,0.0,17012.0
2021.04.026.0,1260.0,1082.8533,16200.0,0.39726028,0.0,16720.0
2021.04.027.0,1270.0,1154.6854,16200.0,0.3890411,0.0,16979.0
2021.04.028.0,1250.0,1282.7662,16200.0,0.38630137,0.0,17012.0
2021.04.027.0,24.0,6.2969055,19300.0,0.13972603,38.0,17473.0
2021.04.028.0,24.0,6.794586,19300.0,0.1369863,198.0,17512.0
2021.04.027.0,20.0,4.0302734,19400.0,0.13972603,40.0,17473.0
2021.04.028.0,20.0,4.8720703,19400.0,0.1369863,203.0,17512.0
2021.04.026.0,494.0,506.1064,16200.0,0.39726028,10.0,16720.0
2021.04.027.0,460.0,511.7621,16200.0,0.3890411,5.0,16979.0
2021.04.028.0,470.0,499.0716,16200.0,0.38630137,0.0,17012.0
