交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/01/04,CAO,202102  ,57.5000,買權,-,-,-,-,0,13.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,57.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,60.0000,買權,-,-,-,-,0,11.45,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,60.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,62.5000,買權,-,-,-,-,0,9,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,62.5000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,65.0000,買權,-,-,-,-,0,6.6,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,65.0000,賣權,-,-,-,-,0,0.18,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,67.5000,買權,-,-,-,-,0,4.48,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,67.5000,賣權,-,-,-,-,0,0.54,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,70.0000,買權,-,-,-,-,0,2.73,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,70.0000,賣權,-,-,-,-,0,1.3,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,72.5000,買權,-,-,-,-,0,1.48,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,72.5000,賣權,-,-,-,-,0,2.54,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,75.0000,買權,-,-,-,-,0,0.7,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,75.0000,賣權,-,-,-,-,0,4.26,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,77.5000,買權,-,-,-,-,0,0.29,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,77.5000,賣權,-,-,-,-,0,6.35,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,80.0000,買權,-,-,-,-,0,0.11,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,80.0000,賣權,-,-,-,-,0,8.65,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,82.5000,買權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,82.5000,賣權,-,-,-,-,0,11.1,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,85.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202102  ,85.0000,賣權,-,-,-,-,0,13.55,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,48.0000,買權,-,-,-,-,0,23.4,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,48.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,50.0000,買權,-,-,-,-,0,21.5,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,50.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,55.0000,買權,-,-,-,-,0,16.5,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,55.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,60.0000,買權,-,-,-,-,0,11.5,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,60.0000,賣權,-,-,-,-,0,0.06,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,65.0000,買權,-,-,-,-,0,6.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,65.0000,賣權,-,-,-,-,0,0.47,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,70.0000,買權,-,-,-,-,0,3.36,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,70.0000,賣權,-,-,-,-,0,1.89,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,75.0000,買權,-,-,-,-,0,1.25,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,75.0000,賣權,-,-,-,-,0,4.78,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,80.0000,買權,-,-,-,-,0,0.35,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,80.0000,賣權,-,-,-,-,0,8.85,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,85.0000,買權,-,-,-,-,0,0.08,0,-,-,-,-,,一般,
2021/01/04,CAO,202103  ,85.0000,賣權,-,-,-,-,0,13.6,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,48.0000,買權,-,-,-,-,0,23.5,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,48.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,50.0000,買權,-,-,-,-,0,21.6,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,50.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,55.0000,買權,-,-,-,-,0,16.7,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,55.0000,賣權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,60.0000,買權,-,-,-,-,0,12.05,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,60.0000,賣權,-,-,-,-,0,0.45,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,65.0000,買權,-,-,-,-,0,7.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,65.0000,賣權,-,-,-,-,0,1.39,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,70.0000,買權,-,-,-,-,0,4.8,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,70.0000,賣權,-,-,-,-,0,3.2,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,75.0000,買權,-,-,-,-,0,2.62,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,75.0000,賣權,-,-,-,-,0,6,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,80.0000,買權,-,-,-,-,0,1.29,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,80.0000,賣權,-,-,-,-,0,9.65,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,85.0000,買權,-,-,-,-,0,0.58,0,-,-,-,-,,一般,
2021/01/04,CAO,202106  ,85.0000,賣權,-,-,-,-,0,13.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,48.0000,買權,-,-,-,-,0,23.7,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,48.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,50.0000,買權,-,-,-,-,0,21.7,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,50.0000,賣權,-,-,-,-,0,0.08,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,55.0000,買權,-,-,-,-,0,17,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,55.0000,賣權,-,-,-,-,0,0.33,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,60.0000,買權,-,-,-,-,0,12.65,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,60.0000,賣權,-,-,-,-,0,0.97,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,65.0000,買權,-,-,-,-,0,8.9,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,65.0000,賣權,-,-,-,-,0,2.2,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,70.0000,買權,-,-,-,-,0,5.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,70.0000,賣權,-,-,-,-,0,4.2,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,75.0000,買權,-,-,-,-,0,3.74,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,75.0000,賣權,-,-,-,-,0,6.95,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,80.0000,買權,-,-,-,-,0,2.23,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,80.0000,賣權,-,-,-,-,0,10.45,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,85.0000,買權,-,-,-,-,0,1.27,0,-,-,-,-,,一般,
2021/01/04,CAO,202109  ,85.0000,賣權,-,-,-,-,0,14.45,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,18.5000,買權,-,-,-,-,0,6.45,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,18.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,19.0000,買權,-,-,-,-,0,5.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,19.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,19.5000,買權,-,-,-,-,0,5.45,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,19.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,20.0000,買權,-,-,-,-,0,4.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,20.5000,買權,-,-,-,-,0,4.45,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,21.0000,買權,-,-,-,-,0,3.96,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,21.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,21.5000,買權,-,-,-,-,0,3.46,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,22.0000,買權,-,-,-,-,0,2.96,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,22.5000,買權,-,-,-,-,0,2.46,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,22.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,23.0000,買權,-,-,-,-,0,1.97,17,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,23.0000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,23.5000,買權,-,-,-,-,0,1.51,12,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,23.5000,賣權,-,-,-,-,0,0.03,1,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,24.0000,買權,-,-,-,-,0,1.08,16,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,24.0000,賣權,-,-,-,-,0,0.09,8,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,24.5000,買權,-,-,-,-,0,0.72,22,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,24.5000,賣權,-,-,-,-,0,0.21,5,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,25.0000,買權,0.37,0.37,0.37,0.37,5,0.44,9,-,-,0.43,0.16,,一般,
2021/01/04,CBO,202101  ,25.0000,賣權,-,-,-,-,0,0.43,5,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,26.0000,買權,0.1,0.12,0.1,0.12,6,0.12,15,-,-,0.19,0.06,,一般,
2021/01/04,CBO,202101  ,26.0000,賣權,-,-,-,-,0,1.13,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,27.0000,買權,-,-,-,-,0,0.02,5,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,27.0000,賣權,-,-,-,-,0,2.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,28.0000,賣權,-,-,-,-,0,3.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202101  ,29.0000,賣權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,20.5000,買權,-,-,-,-,0,4.46,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,21.0000,買權,-,-,-,-,0,3.96,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,21.5000,買權,-,-,-,-,0,3.47,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,22.0000,買權,-,-,-,-,0,2.98,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,22.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,22.5000,買權,-,-,-,-,0,2.5,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,22.5000,賣權,-,-,-,-,0,0.02,2,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,23.0000,買權,-,-,-,-,0,2.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,23.0000,賣權,-,-,-,-,0,0.05,4,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,23.5000,買權,-,-,-,-,0,1.62,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,23.5000,賣權,-,-,-,-,0,0.11,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,24.0000,買權,-,-,-,-,0,1.24,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,24.0000,賣權,-,-,-,-,0,0.21,1,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,24.5000,買權,-,-,-,-,0,0.91,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,24.5000,賣權,-,-,-,-,0,0.37,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,25.0000,買權,-,-,-,-,0,0.64,2,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,25.0000,賣權,-,-,-,-,0,0.6,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,26.0000,買權,-,-,-,-,0,0.28,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,26.0000,賣權,-,-,-,-,0,1.25,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,27.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,27.0000,賣權,-,-,-,-,0,2.1,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,28.0000,買權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,28.0000,賣權,-,-,-,-,0,3.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202102  ,29.0000,賣權,-,-,-,-,0,4.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,16.0000,買權,-,-,-,-,0,8.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,16.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,17.0000,買權,-,-,-,-,0,7.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,17.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,18.0000,買權,-,-,-,-,0,6.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,18.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,19.0000,買權,-,-,-,-,0,5.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,19.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,20.0000,買權,-,-,-,-,0,4.97,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,21.0000,買權,-,-,-,-,0,3.99,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,22.0000,買權,-,-,-,-,0,3.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,22.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,23.0000,買權,-,-,-,-,0,2.17,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,23.0000,賣權,-,-,-,-,0,0.14,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,24.0000,買權,-,-,-,-,0,1.43,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,24.0000,賣權,-,-,-,-,0,0.37,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,25.0000,買權,-,-,-,-,0,0.87,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,25.0000,賣權,-,-,-,-,0,0.78,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,26.0000,買權,-,-,-,-,0,0.48,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,26.0000,賣權,-,-,-,-,0,1.4,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,28.0000,買權,-,-,-,-,0,0.11,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,28.0000,賣權,-,-,-,-,0,3.09,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,30.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2021/01/04,CBO,202103  ,30.0000,賣權,-,-,-,-,0,5.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,16.0000,買權,-,-,-,-,0,9,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,16.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,17.0000,買權,-,-,-,-,0,8,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,17.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,18.0000,買權,-,-,-,-,0,7,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,18.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,19.0000,買權,-,-,-,-,0,6.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,19.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,20.0000,買權,-,-,-,-,0,5.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,20.0000,賣權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,21.0000,買權,-,-,-,-,0,4.16,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,21.0000,賣權,-,-,-,-,0,0.09,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,22.0000,買權,-,-,-,-,0,3.31,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,22.0000,賣權,-,-,-,-,0,0.2,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,23.0000,買權,-,-,-,-,0,2.55,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,23.0000,賣權,-,-,-,-,0,0.41,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,24.0000,買權,-,-,-,-,0,1.9,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,24.0000,賣權,-,-,-,-,0,0.73,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,25.0000,買權,-,-,-,-,0,1.37,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,25.0000,賣權,-,-,-,-,0,1.18,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,26.0000,買權,-,-,-,-,0,0.95,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,26.0000,賣權,-,-,-,-,0,1.76,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,28.0000,買權,-,-,-,-,0,0.41,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,28.0000,賣權,-,-,-,-,0,3.27,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,30.0000,買權,-,-,-,-,0,0.16,0,-,-,-,-,,一般,
2021/01/04,CBO,202106  ,30.0000,賣權,-,-,-,-,0,5.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,17.0000,買權,-,-,-,-,0,8.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,17.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,18.0000,買權,-,-,-,-,0,7.1,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,18.0000,賣權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,19.0000,買權,-,-,-,-,0,6.15,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,19.0000,賣權,-,-,-,-,0,0.04,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,20.0000,買權,-,-,-,-,0,5.2,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,20.0000,賣權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,21.0000,買權,-,-,-,-,0,4.37,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,21.0000,賣權,-,-,-,-,0,0.21,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,22.0000,買權,-,-,-,-,0,3.58,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,22.0000,賣權,-,-,-,-,0,0.39,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,23.0000,買權,-,-,-,-,0,2.88,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,23.0000,賣權,-,-,-,-,0,0.65,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,24.0000,買權,-,-,-,-,0,2.27,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,24.0000,賣權,-,-,-,-,0,1.01,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,25.0000,買權,-,-,-,-,0,1.76,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,25.0000,賣權,-,-,-,-,0,1.48,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,26.0000,買權,-,-,-,-,0,1.33,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,26.0000,賣權,-,-,-,-,0,2.05,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,28.0000,買權,-,-,-,-,0,0.72,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,28.0000,賣權,-,-,-,-,0,3.46,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,30.0000,買權,-,-,-,-,0,0.37,0,-,-,-,-,,一般,
2021/01/04,CBO,202109  ,30.0000,賣權,-,-,-,-,0,5.15,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,27.0000,買權,-,-,-,-,0,18.6,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,27.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,28.0000,買權,-,-,-,-,0,17.6,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,28.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,29.0000,買權,-,-,-,-,0,16.6,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,29.0000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,30.0000,買權,-,-,-,-,0,15.6,0,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,30.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2021/01/04,CCO,202101  ,31.0000,買權,-,-,-,-,0,14.55,0,-,-,-,-,,一般,
